title,category,code,description_en,hierarchy_level,broader_concept_code,uri,broader_concept_uri,number_of_items
installing and assembling rigging equipment,S,S7.1.8,"Installing and assembling rigging equipment such as cables, ropes, pulleys and winches to safely secure high structures or lift heavy weights.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.8,http://data.europa.eu/esco/skill/S7.1,16
installing interior or exterior infrastructure,S,S7.2,"Installing, repairing and testing systems and their components in buildings and other structures such as trains and aircraft.",2,S7,http://data.europa.eu/esco/skill/S7.2,http://data.europa.eu/esco/skill/S7,60
installing interior or exterior infrastructure,S,S7.2.0,"Installing, repairing and testing systems and their components in buildings and other structures such as trains and aircraft.",3,S7.2,http://data.europa.eu/esco/skill/S7.2.0,http://data.europa.eu/esco/skill/S7.2,5
"installing heating, ventilation and air conditioning equipment",S,S7.2.1,"Installing and repairing heating, ventilation and air conditioning equipment.",3,S7.2,http://data.europa.eu/esco/skill/S7.2.1,http://data.europa.eu/esco/skill/S7.2,16
installing plumbing or piping equipment or systems,S,S7.2.2,Installing plumbing or piping equipment or systems.,3,S7.2,http://data.europa.eu/esco/skill/S7.2.2,http://data.europa.eu/esco/skill/S7.2,33
installing insulation materials,S,S7.2.3,Installing materials to insulate a structure from thermic or acoustic influences and to prevent fire.,3,S7.2,http://data.europa.eu/esco/skill/S7.2.3,http://data.europa.eu/esco/skill/S7.2,6
finishing interior or exterior of structures,S,S7.3,Applying interior and exterior finishes to buildings and other structures.,2,S7,http://data.europa.eu/esco/skill/S7.3,http://data.europa.eu/esco/skill/S7,91
finishing interior or exterior of structures,S,S7.3.0,Applying interior and exterior finishes to buildings and other structures.,3,S7.3,http://data.europa.eu/esco/skill/S7.3.0,http://data.europa.eu/esco/skill/S7.3,0
applying material to fill gaps in surfaces,S,S7.3.1,"Applying various types of material to fill or seal gaps in the surfaces of walls, floors, furnishings vehicles or other items.",3,S7.3,http://data.europa.eu/esco/skill/S7.3.1,http://data.europa.eu/esco/skill/S7.3,10
appyling textured or masonry coatings,S,S7.3.2,Applying plaster or similar materials to a surface.,3,S7.3,http://data.europa.eu/esco/skill/S7.3.2,http://data.europa.eu/esco/skill/S7.3,7
applying protective or decorative solutions or coatings,S,S7.3.3,"Applying paint, lacquer, wallpaper or other coatings to surfaces or objects using brushes, rollers, paint spray guns or similar equipment.",3,S7.3,http://data.europa.eu/esco/skill/S7.3.3,http://data.europa.eu/esco/skill/S7.3,51
installing floor and wall coverings,S,S7.3.4,"Installing various types of floor and wall coverings, including tiling, carpets, linoleum and parquet.",3,S7.3,http://data.europa.eu/esco/skill/S7.3.4,http://data.europa.eu/esco/skill/S7.3,23
working with machinery and specialised equipment,S,S8,"Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.",1,S,http://data.europa.eu/esco/skill/S8,http://data.europa.eu/esco/skill/S,1369
working with machinery and specialised equipment,S,S8.0,"Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.",2,S8,http://data.europa.eu/esco/skill/S8.0,http://data.europa.eu/esco/skill/S8,17
working with machinery and specialised equipment,S,S8.0.0,"Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.",3,S8.0,http://data.europa.eu/esco/skill/S8.0.0,http://data.europa.eu/esco/skill/S8.0,17
operating mobile plant,S,S8.1,"Controlling the operation of machinery whose mobility is an integral part of its function, such as earthmoving, agricultural, forestry and lifting equipment.",2,S8,http://data.europa.eu/esco/skill/S8.1,http://data.europa.eu/esco/skill/S8,91
operating mobile plant,S,S8.1.0,"Controlling the operation of machinery whose mobility is an integral part of its function, such as earthmoving, agricultural, forestry and lifting equipment.",3,S8.1,http://data.europa.eu/esco/skill/S8.1.0,http://data.europa.eu/esco/skill/S8.1,0
operating earthmoving equipment,S,S8.1.1,"Operating equipment for moving, excavating, smoothing or shaping earth",3,S8.1,http://data.europa.eu/esco/skill/S8.1.1,http://data.europa.eu/esco/skill/S8.1,28
operating agricultural or forestry equipment,S,S8.1.2,"Operating mobile equipment specifically designed for agricultural or forestry purposes, such as cultivating land or harvesting crops and trees.",3,S8.1,http://data.europa.eu/esco/skill/S8.1.2,http://data.europa.eu/esco/skill/S8.1,26
operating lifting or moving equipment,S,S8.1.3,"Operating equipment for lifting and moving objects, such as cranes, hoists, cable cars and lifting trucks.",3,S8.1,http://data.europa.eu/esco/skill/S8.1.3,http://data.europa.eu/esco/skill/S8.1,37
driving vehicles,S,S8.2,"Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.",2,S8,http://data.europa.eu/esco/skill/S8.2,http://data.europa.eu/esco/skill/S8,52
driving vehicles,S,S8.2.0,"Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.",3,S8.2,http://data.europa.eu/esco/skill/S8.2.0,http://data.europa.eu/esco/skill/S8.2,14
driving heavy vehicles,S,S8.2.1,"Driving heavy vehicles, such as heavy trucks and buses, for the transportation of goods or people by road.",3,S8.2,http://data.europa.eu/esco/skill/S8.2.1,http://data.europa.eu/esco/skill/S8.2,15
driving light vehicles,S,S8.2.2,"Controlling the movement of light vehicles such as motorcycles cars, taxis, vans and light trucks.",3,S8.2,http://data.europa.eu/esco/skill/S8.2.2,http://data.europa.eu/esco/skill/S8.2,11
operating rail vehicles,S,S8.2.3,Controlling the movement of rail vehicles such as trains and trams.,3,S8.2,http://data.europa.eu/esco/skill/S8.2.3,http://data.europa.eu/esco/skill/S8.2,12
operating watercraft,S,S8.3,"Operating and controlling the movement of watercraft and underwater vessels, including ships, boats and other types of vessel.",2,S8,http://data.europa.eu/esco/skill/S8.3,http://data.europa.eu/esco/skill/S8,46
operating watercraft,S,S8.3.0,"Operating and controlling the movement of watercraft and underwater vessels, including ships, boats and other types of vessel.",3,S8.3,http://data.europa.eu/esco/skill/S8.3.0,http://data.europa.eu/esco/skill/S8.3,46
operating machinery for the extraction and processing of raw materials,S,S8.4,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the extraction or processing of raw materials.,2,S8,http://data.europa.eu/esco/skill/S8.4,http://data.europa.eu/esco/skill/S8,208
operating machinery for the extraction and processing of raw materials,S,S8.4.0,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the extraction or processing of raw materials.,3,S8.4,http://data.europa.eu/esco/skill/S8.4.0,http://data.europa.eu/esco/skill/S8.4,7
"operating mining, drilling and mineral processing machinery",S,S8.4.1,"Operating machinery for the extraction and processing of rocks and minerals, or for drilling and boring wells and tunnels.",3,S8.4,http://data.europa.eu/esco/skill/S8.4.1,http://data.europa.eu/esco/skill/S8.4,34
operating metal processing and finishing machinery,S,S8.4.2,Operating and tending machinery for the processing and fabrication and finishing of metals and metal stock.,3,S8.4,http://data.europa.eu/esco/skill/S8.4.2,http://data.europa.eu/esco/skill/S8.4,22
operating pumping systems or equipment,S,S8.4.3,Operating machinery and equipment for pumping liquids.,3,S8.4,http://data.europa.eu/esco/skill/S8.4.3,http://data.europa.eu/esco/skill/S8.4,25
operating energy production or distribution equipment,S,S8.4.4,"Operating turbines, generators, boilers or power plants to generate rotary motion, electricity and heat. Operating energy transmission systems.",3,S8.4,http://data.europa.eu/esco/skill/S8.4.4,http://data.europa.eu/esco/skill/S8.4,20
"operating petroleuem, chemical or water processing systems or equipment",S,S8.4.5,"Operating machinery for producing, refining or purifying petroleum, chemicals, gases or water.",3,S8.4,http://data.europa.eu/esco/skill/S8.4.5,http://data.europa.eu/esco/skill/S8.4,35
operating wood processing and papermaking machinery,S,S8.4.6,"Operating machinery for processing wood and timber, and for production of wood pulp and paper.",3,S8.4,http://data.europa.eu/esco/skill/S8.4.6,http://data.europa.eu/esco/skill/S8.4,20
"operating kilns, furnaces and drying equipment",S,S8.4.7,"Operating, monitoring and adjusting the controls of equipment for heating or drying materials and products at high temperatures, such as kilns or furnaces.",3,S8.4,http://data.europa.eu/esco/skill/S8.4.7,http://data.europa.eu/esco/skill/S8.4,45
operating machinery for the manufacture of products,S,S8.5,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.,2,S8,http://data.europa.eu/esco/skill/S8.5,http://data.europa.eu/esco/skill/S8,415
operating machinery for the manufacture of products,S,S8.5.0,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.,3,S8.5,http://data.europa.eu/esco/skill/S8.5.0,http://data.europa.eu/esco/skill/S8.5,44
operating painting or coating machinery,S,S8.5.1,Operating machinery to apply paints or coatings to the surface of products or materials.,3,S8.5,http://data.europa.eu/esco/skill/S8.5.1,http://data.europa.eu/esco/skill/S8.5,14
operating packaging machinery,S,S8.5.2,"Operating, tending and monitoring machinery for packaging or bottling products.",3,S8.5,http://data.europa.eu/esco/skill/S8.5.2,http://data.europa.eu/esco/skill/S8.5,10
"operating machinery for the manufacture and treatment of textiles, fur and leather products",S,S8.5.3,"Operating and tending machinery for the manufacture and treatment of textiles, fur and leather products.",3,S8.5,http://data.europa.eu/esco/skill/S8.5.3,http://data.europa.eu/esco/skill/S8.5,49
operating food processing machinery,S,S8.5.4,Operating and tending machinery for the processing of food and other organic materials and for the manufacture of food and related products.,3,S8.5,http://data.europa.eu/esco/skill/S8.5.4,http://data.europa.eu/esco/skill/S8.5,80
operating mixing and separating machinery,S,S8.5.5,"Operating machinery for mixing, blending and separating liquid or solid materials.",3,S8.5,http://data.europa.eu/esco/skill/S8.5.5,http://data.europa.eu/esco/skill/S8.5,44
operating print and photographic production equipment,S,S8.5.6,Operating and tending machinery for printing and photographic reproduction.,3,S8.5,http://data.europa.eu/esco/skill/S8.5.6,http://data.europa.eu/esco/skill/S8.5,53
"operating metal, plastic or rubber forming equipment",S,S8.5.7,"Operating and tending machinery to mould, press, or form metal, plastic, rubber or other materials into a particular shape.",3,S8.5,http://data.europa.eu/esco/skill/S8.5.7,http://data.europa.eu/esco/skill/S8.5,55
"operating cutting, grinding and smoothing machinery",S,S8.5.8,"Operating and tending machinery to cut grind and smooth work pieces made of metal, wood, plastic or various other materials.",3,S8.5,http://data.europa.eu/esco/skill/S8.5.8,http://data.europa.eu/esco/skill/S8.5,66
using precision instrumentation and equipment,S,S8.6,"Controlling, monitoring, and adjusting precision instrumentation and equipment for a wide range of purposes.",2,S8,http://data.europa.eu/esco/skill/S8.6,http://data.europa.eu/esco/skill/S8,212
using precision instrumentation and equipment,S,S8.6.0,"Controlling, monitoring, and adjusting precision instrumentation and equipment for a wide range of purposes.",3,S8.6,http://data.europa.eu/esco/skill/S8.6.0,http://data.europa.eu/esco/skill/S8.6,6
